Technologie,itération,Capacité,zipf_parameter,Nombre de Fogs, Hit rate, Ratio OriginUser,Latence_P50,Latence_P90,Latence_P99
LRU,1000000,100000000,0.1,7,0.0794335757966264,91.50288516383773,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,300000000,0.1,7,0.1004831978915001,88.66366330418256,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,100000000,0.1,7,0.07765191255700138,91.64880421338819,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,150000000,0.1,7,0.08480342331182898,90.60065357005182,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,300000000,0.1,7,0.09492431937785227,89.04744680936156,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,500000000,0.1,7,0.11538665958012224,85.73533078337756,284.00399999998626,284.00400000001537,284.00400000001537
LRU,1000000,500000000,0.1,7,0.11733755755251898,85.96663682487072,284.00399999998626,284.00400000001537,284.00400000001537
LRU,1000000,500000000,0.1,7,0.12383233462196142,84.69408480974819,284.00399999998626,284.00400000001537,284.00400000001537
LRU,1000000,300000000,0.1,7,0.10247438657927738,88.36016218718225,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,500000000,0.1,7,0.11900170432095489,85.5007591599723,284.00399999998626,284.00400000001537,284.00400000001537
LRU,1000000,100000000,0.1,8,0.0720626940706787,92.23440737087788,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,100000000,0.1,8,0.07993475678582615,91.35305367595905,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,50000000,0.1,8,0.0665644280547479,92.87262255618528,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,50000000,0.1,8,0.0734792139323151,92.03322534750913,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,100000000,0.1,8,0.0733178420481692,92.12285625509726,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,500000000,0.1,7,0.12277938526246243,85.04988763507039,284.00399999998626,284.00400000001537,284.00400000001537
LRU,1000000,50000000,0.1,8,0.06736771173216059,92.58951775072303,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,150000000,0.1,8,0.07903799385802451,91.35698843394633,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,150000000,0.1,8,0.08199270715155321,90.92202522523078,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,50000000,0.1,8,0.06587120651369356,92.93986704744691,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,50000000,0.1,8,0.07320946763728252,92.13592102693352,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,150000000,0.1,8,0.0840782147683155,90.72610915724857,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,100000000,0.1,8,0.07414884830687345,91.87483277395258,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,150000000,0.1,8,0.07959335629381105,91.3701437340287,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,150000000,0.1,8,0.08733488871344043,90.44904585310684,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,100000000,0.1,8,0.08011335429422473,91.35906893206463,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,300000000,0.1,8,0.09633068238301498,88.83835679620252,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,300000000,0.1,8,0.09901972104535456,88.41736515000879,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,300000000,0.1,8,0.09838666627124174,88.76812258289696,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,50000000,0.1,9,0.07352043119241695,92.1289050857932,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,300000000,0.1,8,0.09999083249790774,88.47415447281219,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,50000000,0.1,9,0.06600382545049713,92.9229030201979,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,100000000,0.1,9,0.07252230011205492,92.13997318452593,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,100000000,0.1,9,0.07570739849597358,91.69640007414549,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,50000000,0.1,9,0.06674878447914266,92.82103868975018,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,50000000,0.1,9,0.07319423286020314,92.07393987401498,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,300000000,0.1,8,0.1040294167241058,88.09553794446391,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,150000000,0.1,9,0.07896877394012713,91.3410569408598,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,50000000,0.1,9,0.0684421771924432,92.4969382760521,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,100000000,0.1,9,0.0791731071019811,91.3710818822309,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,500000000,0.1,8,0.11546092683602745,85.49074909146618,284.00399999998626,284.00400000001537,284.00400000001537
LRU,1000000,100000000,0.1,9,0.07274714921831255,92.1634041057869,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,500000000,0.1,8,0.11957201151051985,84.93481073190014,284.00399999998626,284.00400000001537,284.00400000001537
LRU,1000000,500000000,0.1,8,0.12171082696259519,84.99688668983865,284.00399999998626,284.00400000001537,284.00400000001537
LRU,1000000,500000000,0.1,8,0.11881494400857917,85.34323640029992,284.00399999998626,284.00400000001537,284.00400000001537
LRU,1000000,500000000,0.1,8,0.1186265967658569,85.44719156726597,284.00399999998626,284.00400000001537,284.00400000001537
LRU,1000000,150000000,0.1,9,0.07904910994888581,91.3805671602047,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,150000000,0.1,9,0.08232193099363246,90.87096332391911,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,100000000,0.1,9,0.0792859188656905,91.47697816781857,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,150000000,0.1,9,0.08435242826486727,90.68159958662328,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,50000000,0.1,10,0.06519758097920636,93.03687847544403,284.0040000000008,284.00400000001537,284.00400000001537
LRU,1000000,500000000,0.1,9,0.11783181208251618,85.2425107724,284.00399999998626,284.00400000001537,284.00400000001537
LRU,1000000,150000000,0.1,9,0.08538740197497888,90.67274725967263,284.0040000000008,284.00400000001537,284.00400000001537
